,APPLICATION_TYPE_T10,APPLICATION_TYPE_T12,APPLICATION_TYPE_T13,APPLICATION_TYPE_T14,APPLICATION_TYPE_T15,APPLICATION_TYPE_T17,APPLICATION_TYPE_T19,APPLICATION_TYPE_T2,APPLICATION_TYPE_T25,APPLICATION_TYPE_T29,APPLICATION_TYPE_T3,APPLICATION_TYPE_T4,APPLICATION_TYPE_T5,APPLICATION_TYPE_T6,APPLICATION_TYPE_T7,APPLICATION_TYPE_T8,APPLICATION_TYPE_T9,AFFILIATION_CompanySponsored,AFFILIATION_Family/Parent,AFFILIATION_Independent,AFFILIATION_National,AFFILIATION_Other,AFFILIATION_Regional,CLASSIFICATION_C0,CLASSIFICATION_C1000,CLASSIFICATION_C1200,CLASSIFICATION_C1230,CLASSIFICATION_C1234,CLASSIFICATION_C1235,CLASSIFICATION_C1236,CLASSIFICATION_C1237,CLASSIFICATION_C1238,CLASSIFICATION_C1240,CLASSIFICATION_C1245,CLASSIFICATION_C1246,CLASSIFICATION_C1248,CLASSIFICATION_C1250,CLASSIFICATION_C1256,CLASSIFICATION_C1257,CLASSIFICATION_C1260,CLASSIFICATION_C1267,CLASSIFICATION_C1270,CLASSIFICATION_C1278,CLASSIFICATION_C1280,CLASSIFICATION_C1283,CLASSIFICATION_C1300,CLASSIFICATION_C1370,CLASSIFICATION_C1400,CLASSIFICATION_C1500,CLASSIFICATION_C1570,CLASSIFICATION_C1580,CLASSIFICATION_C1600,CLASSIFICATION_C1700,CLASSIFICATION_C1720,CLASSIFICATION_C1728,CLASSIFICATION_C1732,CLASSIFICATION_C1800,CLASSIFICATION_C1820,CLASSIFICATION_C1900,CLASSIFICATION_C2000,CLASSIFICATION_C2100,CLASSIFICATION_C2150,CLASSIFICATION_C2170,CLASSIFICATION_C2190,CLASSIFICATION_C2300,CLASSIFICATION_C2380,CLASSIFICATION_C2400,CLASSIFICATION_C2500,CLASSIFICATION_C2561,CLASSIFICATION_C2570,CLASSIFICATION_C2600,CLASSIFICATION_C2700,CLASSIFICATION_C2710,CLASSIFICATION_C2800,CLASSIFICATION_C3000,CLASSIFICATION_C3200,CLASSIFICATION_C3700,CLASSIFICATION_C4000,CLASSIFICATION_C4100,CLASSIFICATION_C4120,CLASSIFICATION_C4200,CLASSIFICATION_C4500,CLASSIFICATION_C5000,CLASSIFICATION_C5200,CLASSIFICATION_C6000,CLASSIFICATION_C6100,CLASSIFICATION_C7000,CLASSIFICATION_C7100,CLASSIFICATION_C7120,CLASSIFICATION_C7200,CLASSIFICATION_C7210,CLASSIFICATION_C8000,CLASSIFICATION_C8200,CLASSIFICATION_C8210,USE_CASE_CommunityServ,USE_CASE_Heathcare,USE_CASE_Other,USE_CASE_Preservation,USE_CASE_ProductDev,ORGANIZATION_Association,ORGANIZATION_Co-operative,ORGANIZATION_Corporation,ORGANIZATION_Trust,INCOME_AMT_0,INCOME_AMT_1-9999,INCOME_AMT_10000-24999,INCOME_AMT_100000-499999,INCOME_AMT_10M-50M,INCOME_AMT_1M-5M,INCOME_AMT_25000-99999,INCOME_AMT_50M+,INCOME_AMT_5M-10M,SPECIAL_CONSIDERATIONS_N,SPECIAL_CONSIDERATIONS_Y,STATUS,ASK_AMT
CLASSIFICATION_C1600,-0.0013347335880497205,-0.00032307667890019777,-0.0004907194186164273,-9.523121681262636e-05,-6.733733025728267e-05,-6.733733025728248e-05,-0.0019273731945309526,-0.00022337608259227307,-0.0001166362116558457,-9.523121681262665e-05,0.0056189972245961894,-0.002359592846094915,-0.0020445058972584597,-0.00209512771490941,-0.0015679204331054103,-0.0016242791705183084,-0.0007012500788787094,-0.009996649620482013,-0.0004620548051704068,0.010063297060790944,-0.00033684382849067366,-9.523121681262675e-05,-0.00022337608259227255,-0.00011663621165584644,-0.010854541716858847,-0.004385286842290888,-0.0003300317800839512,-6.733733025728244e-05,-0.00019048465146535512,,-0.00016495813271388428,-0.0001649581327138846,-0.0003230766789001999,-6.733733025728247e-05,-6.73373302572825e-05,-6.73373302572825e-05,-0.0002129765967055577,-9.523121681262647e-05,-0.00011663621165584616,-0.000116636211655846,-6.733733025728252e-05,-0.0006363485298392074,-0.00016495813271388482,-0.000420832450640035,,-0.0004367439795772436,-6.733733025728255e-05,-0.00037513720741774134,-0.00024284484820501467,-6.733733025728255e-05,-6.733733025728252e-05,1.0,-0.000991492003042469,-0.00016495813271388487,-6.73373302572824e-05,-6.733733025728256e-05,-0.00022337608259227401,-6.733733025728224e-05,-6.733733025728258e-05,-0.005034395625213653,-0.002604647329699124,,,,-0.0003435213345209743,-6.733733025728244e-05,-0.00015058255634272,-6.733733025728262e-05,-6.733733025728251e-05,-6.733733025728245e-05,,-0.0005994167803271756,-9.523121681262624e-05,-0.000543567544201564,-0.002628924087932098,-6.733733025728247e-05,-6.73373302572825e-05,-0.000810303432544185,-0.00015058255634272042,-6.733733025728239e-05,-6.733733025728258e-05,,-0.000621835661028446,-6.733733025728255e-05,-0.0002333132460427834,-6.733733025728255e-05,-0.0016646906810033556,-0.0005265358039959171,-0.00024284484820501245,-0.0003159690783959679,-0.0001649581327138846,-0.0002608673581606643,-0.00019048465146535515,-6.733733025728247e-05,-0.001143112871636754,-0.0007141738882853913,-0.00011663621165584522,0.005100336243324416,-0.004832306559480269,-0.007069359559158196,-0.0012902659570883585,-0.0003928928351675496,0.007329533518786252,-0.0010584072701630017,-0.0016271959752162401,-0.0013434607924022468,-0.0035832804585953872,-0.000886070905829082,-0.0018102644954331743,0.0078023025528138265,-0.000691401417112813,-0.0008131280123539489,0.00031596907839646996,-0.0003159690783959663,0.00011663621165653355,-0.00031683006683381305
CLASSIFICATION_C1700,-0.011346199091653651,-0.0027463850115798227,-0.004171469326622722,-0.0008095340938226573,-0.0005724159204803804,-0.0005724159204803803,-0.016384063595056474,-0.0018988579654378097,-0.0009914920030424735,-0.0008095340938226585,0.04776553296967186,-0.02005824266860141,-0.01737977613064309,-0.017810098126426872,-0.013328455620780406,-0.013807545576233966,-0.005961131928673142,-0.02073647050005155,-0.003927799418293632,0.021334527569078113,-0.0028634157221101267,-0.0008095340938226598,-0.0018988579654378,-0.0009914920030424752,-0.09227144088588922,-0.03727810405921114,-0.0028055083927848953,-0.0005724159204803801,-0.0016192570553260441,,-0.001402263217406529,-0.0014022632174065309,-0.002746385011579839,-0.0005724159204803801,-0.0005724159204803804,-0.0005724159204803803,-0.0018104548276296592,-0.0008095340938226582,-0.0009914920030424728,-0.0009914920030424732,-0.0005724159204803806,-0.005409421907023902,-0.0014022632174065242,-0.0035773796448527553,,-0.0037126391279365266,-0.0005724159204803804,-0.0031889370883877877,-0.0020643565283635203,-0.0005724159204803802,-0.0005724159204803807,-0.000991492003042469,1.0,-0.0014022632174065263,-0.0005724159204803788,-0.0005724159204803809,-0.0018988579654378255,-0.0005724159204803789,-0.0005724159204803804,-0.04279599732954045,-0.022141382693075355,,,,-0.002920179344104668,-0.0005724159204803803,-0.0012800604399947212,-0.0005724159204803816,-0.0005724159204803806,-0.00057241592048038,,-0.005095475373784322,-0.0008095340938226562,-0.004620716547100506,-0.02234775266433963,-0.0005724159204803802,-0.0005724159204803802,-0.006888164164453555,-0.0012800604399947216,-0.0005724159204803785,-0.0005724159204803803,,-0.0052860520447590275,-0.0005724159204803802,-0.0019833310287706444,-0.0005724159204803802,-0.014151072589911433,-0.004475934459513295,-0.002064356528363512,-0.002685965276055856,-0.0014022632174065341,-0.0022175608740988384,-0.0016192570553260578,-0.0005724159204803802,0.026997637837650742,0.006899956557589647,-0.0009914920030424713,0.03119238613006676,-0.041078094375283286,0.008861873976886581,-0.007343037632017249,-0.0033398727427013633,-0.0066168855615123465,0.0010516580510561866,-0.013832340521914817,0.002522566652682318,-0.006173401315865648,0.002946903268003151,-0.0075314273510755135,0.007763419717723711,0.014214352998199882,0.010198534708799112,-0.011921597252751538,0.011921597252751815,0.0009914920030426842,0.0045284759112341755
CLASSIFICATION_C1720,-0.0018877084331652364,-0.00045692606882700277,-0.0006940225323869346,-0.00013468513318860593,-9.523491978593287e-05,-9.523491978593262e-05,-0.0027258762840372676,-0.0003159199098997605,-0.00016495813271388566,-0.00013468513318860617,0.007946925545120113,-0.003337162827316065,-0.00289153660210954,-0.0029631308385455724,-0.0022175036656041144,-0.0022972116049632305,-0.0009917752123038673,-0.01413822200994833,-0.0006534822829918993,0.014232481221109683,-0.0004763968940278283,-0.0001346851331886059,-0.00031591990989975646,-0.00016495813271388504,-0.015351535407899717,-0.006202093832175835,-0.0004667626409157238,-9.523491978593274e-05,-0.00026940168898057225,,-0.00023329963449724025,-0.00023329963449723995,-0.00045692606882700694,-9.523491978593267e-05,-9.523491978593258e-05,-9.523491978593275e-05,-0.000301211958152159,-0.0001346851331886063,-0.0001649581327138857,-0.0001649581327138844,-9.523491978593268e-05,-0.0008999852082579232,-0.0002332996344972395,-0.0005951816700616276,,-0.0006176852824890455,-9.523491978593262e-05,-0.000530555068349823,-0.00034345450808439344,-9.523491978593259e-05,-9.523491978593268e-05,-0.00016495813271388487,-0.0014022632174065263,1.0,-9.523491978593271e-05,-9.523491978593271e-05,-0.00031591990989975527,-9.523491978593289e-05,-9.523491978593279e-05,-0.00712012581588818,-0.0036837424140038736,,,,-0.00048584086438923204,-9.523491978593262e-05,-0.0002129683137075172,-9.523491978593276e-05,-9.523491978593262e-05,-9.523491978593275e-05,,-0.0008477527810307998,-0.00013468513318860595,-0.0007687654273266025,-0.0037180769371301364,-9.523491978593272e-05,-9.523491978593253e-05,-0.0011460089389609418,-0.00021296831370751652,-9.523491978593295e-05,-9.523491978593287e-05,,-0.0008794597153140281,-9.523491978593282e-05,-0.00032997400085484774,-9.523491978593279e-05,-0.0023543654443680053,-0.0007446775045339694,-0.0003434545080843935,-0.0004468738175526407,-0.00023329963449724044,-0.00036894367261482033,-0.00026940168898057095,-9.523491978593275e-05,-0.0016167000120237119,-0.0010100533048191538,-0.00016495813271388495,0.007213385371211004,-0.006834312049717239,-0.009998167257032422,-0.0018248180386174462,-0.0005556667824323528,0.010366130258845736,0.009735971262813227,-0.0023013368303082017,-0.0019000512837548233,-0.005067819376577091,-0.00125316657667987,-0.002560249914203468,-0.0053306602041865185,-0.0009778462889312054,-0.0011500037310114143,0.00044687381755236687,-0.0004468738175526375,0.0001649581327158285,-0.0004516650357637497
CLASSIFICATION_C1728,-0.0007705788378071628,-0.00018652115596587597,-0.00028330597407036183,-5.497963116494379e-05,-3.887571434125092e-05,-3.8875714341250936e-05,-0.0011127261721438075,-0.0001289612276629532,-6.733733025728255e-05,-5.497963116494378e-05,0.0032440034398906765,-0.0013622586030060883,-0.0011803501405110632,-0.0012095755243347669,-0.0009052040916134248,-0.0009377415588388993,-0.0004048511820131191,-0.005771343971175673,-0.0002667570951680916,0.005809821392854364,-0.00019446931447954994,-5.49796311649442e-05,-0.0001289612276629537,-6.733733025728289e-05,-0.006266628948274336,-0.002531748109614278,-0.00019053652939694124,-3.8875714341251085e-05,-0.00010997208930716442,,-9.523491978593248e-05,-9.523491978593258e-05,-0.00018652115596587507,-3.8875714341250976e-05,-3.8875714341250936e-05,-3.8875714341251085e-05,-0.0001229573151068247,-5.497963116494404e-05,-6.733733025728305e-05,-6.733733025728319e-05,-3.8875714341250976e-05,-0.00036738171194170287,-9.52349197859327e-05,-0.00024295828293313174,,-0.00025214445130856386,-3.8875714341251613e-05,-0.00021657714760334572,-0.0001402010877471888,-3.887571434125159e-05,-3.8875714341250976e-05,-6.73373302572824e-05,-0.0005724159204803788,-9.523491978593271e-05,1.0,-3.8875714341251e-05,-0.00012896122766295522,-3.887571434125199e-05,-3.887571434125103e-05,-0.0029064966707004506,-0.0015037353747497971,,,,-0.00019832442450476448,-3.887571434125095e-05,-8.693549956298986e-05,-3.887571434125103e-05,-3.887571434125095e-05,-3.887571434125107e-05,,-0.00034605998536497187,-5.4979631164944064e-05,-0.0003138166674089339,-0.0015177510227505507,-3.8875714341251085e-05,-3.887571434125153e-05,-0.0004678107173682593,-8.693549956299121e-05,-3.887571434125118e-05,-3.887571434125105e-05,,-0.00035900302897337463,-3.8875714341251065e-05,-0.0001346982286130705,-3.887571434125104e-05,-0.0009610722482456906,-0.0003039837698996433,-0.00014020108774718618,-0.00018241774043397752,-9.523491978593264e-05,-0.00015060598420018283,-0.00010997208930716459,-3.887571434125112e-05,-0.0006599508665960385,-0.0004123124567737177,-6.733733025728232e-05,0.002944566024257648,-0.00278982503015691,-0.004081337970296258,-0.0007449064371925128,-0.00022682796553321707,0.004231543636230495,0.003974307307640199,-0.00093942551134775,-0.000775617295704295,-0.0020687275094021947,-0.0005115533878383811,-0.0010451160617398862,-0.0021760213986009268,-0.00039916527554798877,-0.00046944142588312306,0.00018241774043347908,-0.00018241774043397703,6.733733025784123e-05,-0.00018437355696577357
CLASSIFICATION_C1732,-0.0007705788378071616,-0.00018652115596587619,-0.00028330597407036254,-5.497963116494411e-05,-3.887571434125115e-05,-3.887571434125135e-05,-0.00111272617214381,-0.00012896122766295357,-6.73373302572828e-05,-5.4979631164944124e-05,0.003244003439890762,-0.0013622586030060898,-0.0011803501405110645,-0.001209575524334767,-0.0009052040916134264,-0.0009377415588388986,-0.00040485118201311857,-0.0057713439711756815,-0.00026675709516809184,0.005809821392854385,-0.00019446931447955016,-5.497963116494422e-05,-0.0001289612276629536,-6.73373302572831e-05,-0.006266628948274345,-0.002531748109614276,-0.00019053652939694124,-3.8875714341251044e-05,-0.0001099720893071646,,-9.523491978593244e-05,-9.523491978593285e-05,-0.0001865211559658752,-3.887571434125116e-05,-3.8875714341251315e-05,-3.887571434125107e-05,-0.0001229573151068255,-5.4979631164944104e-05,-6.733733025728292e-05,-6.733733025728289e-05,-3.8875714341251234e-05,-0.00036738171194170374,-9.523491978593241e-05,-0.00024295828293313177,,-0.0002521444513085644,-3.8875714341251105e-05,-0.00021657714760334624,-0.0001402010877471886,-3.887571434125109e-05,-3.8875714341251234e-05,-6.733733025728256e-05,-0.0005724159204803809,-9.523491978593271e-05,-3.8875714341251e-05,1.0,-0.0001289612276629548,-3.8875714341250895e-05,-3.8875714341251105e-05,-0.0029064966707004576,-0.0015037353747497956,,,,-0.00019832442450476453,-3.887571434125124e-05,-8.69354995629904e-05,-3.88757143412514e-05,-3.887571434125135e-05,-3.8875714341251065e-05,,-0.00034605998536497295,-5.4979631164944e-05,-0.0003138166674089344,-0.0015177510227505503,-3.887571434125104e-05,-3.887571434125106e-05,-0.00046781071736826075,-8.693549956299081e-05,-3.887571434125098e-05,-3.887571434125111e-05,,-0.0003590030289733759,-3.887571434125109e-05,-0.00013469822861307039,-3.887571434125109e-05,-0.0009610722482456934,-0.00030398376989964335,-0.00014020108774718664,-0.00018241774043397822,-9.523491978593271e-05,-0.00015060598420018261,-0.00010997208930716495,-3.8875714341251044e-05,-0.0006599508665960397,-0.0004123124567737183,-6.733733025728227e-05,0.0029445660242576064,-0.002789825030156922,-0.0040813379702962565,-0.0007449064371925143,-0.000226827965533217,0.004231543636230568,0.003974307307640146,-0.0009394255113477483,-0.0007756172957042977,-0.002068727509402199,-0.0005115533878383797,-0.0010451160617398886,-0.0021760213986009285,-0.0003991652755479886,-0.00046944142588312376,0.00018241774043455873,-0.0001824177404339775,6.733733025524734e-05,-0.00018437355696577379
CLASSIFICATION_C1800,-0.002556217798659408,-0.0006187409714796883,-0.000939802312046395,-0.0001823822623360555,-0.00012896122766295443,-0.00012896122766295452,-0.0036912127698216666,-0.00042779916773616895,-0.00022337608259227412,-0.00018238226233605552,0.010761234185406122,-0.004518979131701062,-0.003915539708319269,-0.004012488187355374,-0.003002806068469511,-0.003110741621282947,-0.0013430005425728972,0.011029585906111859,-0.0008849052181705439,-0.01088714764262228,-0.0006451071565634107,-0.00018238226233605493,-0.0004277991677361702,-0.00022337608259227125,-0.02078809807541284,-0.008398491188694984,-0.0006320610479328157,-0.00012896122766295446,-0.00036480707521465154,,-0.00031591990989976,-0.0003159199098997597,-0.0006187409714796868,-0.00012896122766295457,-0.00012896122766295457,-0.0001289612276629545,-0.00040788257077739023,-0.00018238226233605585,-0.00022337608259227298,-0.0002233760825922728,-0.0001289612276629547,-0.0012187042063596678,-0.00031591990989975885,-0.0008059581404191322,,-0.0008364311380550123,-0.00012896122766295427,-0.0007184448006150569,-0.0004650848145669574,-0.00012896122766295438,-0.0001289612276629547,-0.00022337608259227401,-0.0018988579654378255,-0.00031591990989975527,-0.00012896122766295522,-0.0001289612276629548,1.0,-0.0001289612276629553,-0.00012896122766295446,-0.009641633220205384,-0.004988295734084402,,,,-0.0006578955960828225,-0.00012896122766295465,-0.00028838849500545795,-0.00012896122766295481,-0.00012896122766295457,-0.00012896122766295454,,-0.0011479742897054818,-0.00018238226233605566,-0.001041014509338807,-0.005034789417950939,-0.00012896122766295446,-0.00012896122766295435,-0.001551854298962223,-0.0002883884950054574,-0.00012896122766295538,-0.0001289612276629546,,-0.0011909098555649997,-0.00012896122766295457,-0.00044683034692263873,-0.00012896122766295457,-0.0031881358093797034,-0.0010083961367694765,-0.00046508481456695826,-0.0006051288356367445,-0.0003159199098997612,-0.0004996006618773293,-0.0003648070752146498,-0.00012896122766295446,-0.0021892349863047544,-0.0013677516029550008,-0.0002233760825922747,0.009767919531705018,-0.009254601926944142,0.019287778232453267,0.0134921369114891,-0.0007524495279155397,-0.022382832207247114,-0.024151898042923003,-0.00311632774584808,-0.0025729317221705474,0.012010461619290291,-0.0016969605325240107,0.03113155016085482,0.004869393332169405,-0.0013241388575712324,0.023558130534324342,0.0006051288356362088,-0.0006051288356367384,0.00022337608259449956,8.145065361910037e-05
CLASSIFICATION_C1820,-0.0007705788378071625,-0.00018652115596587597,-0.00028330597407036183,-5.497963116494367e-05,-3.887571434125088e-05,-3.8875714341250854e-05,-0.0011127261721438073,-0.00012896122766295313,-6.733733025728236e-05,-5.497963116494369e-05,0.003244003439890692,-0.0013622586030060842,-0.0011803501405110624,-0.001209575524334767,-0.0009052040916134245,-0.0009377415588389,-0.0004048511820131196,-0.005771343971175674,-0.00026675709516809124,0.005809821392854343,-0.00019446931447954983,-5.497963116494461e-05,-0.00012896122766295343,-6.733733025728262e-05,-0.006266628948274325,-0.002531748109614272,-0.00019053652939694075,-3.887571434125099e-05,-0.00010997208930716425,,-9.52349197859321e-05,-9.523491978593291e-05,-0.00018652115596587518,-3.887571434125089e-05,-3.887571434125084e-05,-3.8875714341251004e-05,-0.00012295731510682473,-5.497963116494397e-05,-6.733733025728301e-05,-6.73373302572838e-05,-3.8875714341250875e-05,-0.00036738171194170243,-9.523491978593267e-05,-0.00024295828293313226,,-0.00025214445130856397,-3.8875714341252e-05,-0.00021657714760334575,-0.0001402010877471892,-3.887571434125195e-05,-3.8875714341250875e-05,-6.733733025728224e-05,-0.0005724159204803789,-9.523491978593289e-05,-3.887571434125199e-05,-3.8875714341250895e-05,-0.0001289612276629553,1.0,-3.887571434125095e-05,-0.0029064966707004506,-0.0015037353747497937,,,,-0.00019832442450476423,-3.8875714341250854e-05,-8.693549956298964e-05,-3.8875714341250915e-05,-3.8875714341250854e-05,-3.887571434125097e-05,,-0.00034605998536497116,-5.497963116494401e-05,-0.00031381666740893353,-0.0015177510227505496,-3.887571434125099e-05,-3.887571434125198e-05,-0.00046781071736826,-8.693549956299119e-05,-3.887571434125184e-05,-3.887571434125099e-05,,-0.0003590030289733743,-3.887571434125099e-05,-0.00013469822861307017,-3.887571434125099e-05,-0.0009610722482456902,-0.00030398376989964384,-0.00014020108774718594,-0.0001824177404339773,-9.523491978593258e-05,-0.0001506059842001828,-0.00010997208930716469,-3.8875714341251024e-05,-0.0006599508665960398,-0.0004123124567737185,-6.733733025728256e-05,0.002944566024257639,-0.002789825030156915,-0.004081337970296257,-0.0007449064371925126,-0.00022682796553321683,0.004231543636230524,-0.009781758513368384,-0.0009394255113477489,-0.0007756172957042958,-0.0020687275094021917,-0.0005115533878383808,-0.0010451160617398869,-0.002176021398600923,0.09739252565965674,-0.0004694414258831229,0.00018241774043359013,-0.00018241774043397692,6.733733025808134e-05,0.005865617687558008
CLASSIFICATION_C1900,-0.0007705788378071605,-0.00018652115596587608,-0.0002833059740703622,-5.497963116494397e-05,-3.88757143412511e-05,-3.887571434125105e-05,-0.0011127261721438075,-0.00012896122766295335,-6.733733025728269e-05,-5.497963116494398e-05,0.0032440034398906865,-0.0013622586030060868,-0.0011803501405110634,-0.0012095755243347658,-0.0009052040916134249,-0.0009377415588388978,-0.0004048511820131188,-0.005771343971175676,-0.0002667570951680916,0.005809821392854337,-0.00019446931447954983,-5.497963116494419e-05,-0.00012896122766295368,-6.733733025728308e-05,-0.006266628948274331,-0.002531748109614275,-0.00019053652939694126,-3.887571434125122e-05,-0.00010997208930716454,,-9.523491978593243e-05,-9.523491978593266e-05,-0.0001865211559658751,-3.8875714341251105e-05,-3.887571434125106e-05,-3.887571434125122e-05,-0.000122957315106825,-5.497963116494406e-05,-6.733733025728304e-05,-6.733733025728296e-05,-3.887571434125108e-05,-0.0003673817119417032,-9.523491978593236e-05,-0.00024295828293313126,,-0.0002521444513085638,-3.8875714341251085e-05,-0.00021657714760334583,-0.0001402010877471884,-3.887571434125105e-05,-3.887571434125108e-05,-6.733733025728258e-05,-0.0005724159204803804,-9.523491978593279e-05,-3.887571434125103e-05,-3.8875714341251105e-05,-0.00012896122766295446,-3.887571434125095e-05,1.0,-0.0029064966707004515,-0.0015037353747497932,,,,-0.00019832442450476415,-3.887571434125107e-05,-8.693549956299013e-05,-3.8875714341251126e-05,-3.887571434125106e-05,-3.8875714341251187e-05,,-0.0003460599853649726,-5.497963116494382e-05,-0.000313816667408934,-0.0015177510227505498,-3.88757143412512e-05,-3.887571434125103e-05,-0.0004678107173682602,-8.693549956299065e-05,-3.8875714341250976e-05,-3.8875714341251166e-05,,-0.0003590030289733749,-3.887571434125107e-05,-0.00013469822861307039,-3.887571434125118e-05,-0.0009610722482456904,-0.00030398376989964335,-0.00014020108774718634,-0.0001824177404339779,-9.523491978593259e-05,-0.00015060598420018253,-0.00010997208930716474,-3.887571434125126e-05,-0.000659950866596038,-0.00041231245677371815,-6.733733025728227e-05,0.002944566024257635,-0.0027898250301569166,-0.004081337970296254,-0.0007449064371925129,-0.00022682796553321672,0.004231543636230565,-0.009781758513368396,-0.0009394255113477473,-0.0007756172957042963,-0.002068727509402196,-0.0005115533878383795,-0.0010451160617398867,-0.002176021398600925,-0.00039916527554798785,0.08281270505285757,0.00018241774043345016,-0.00018241774043397738,6.73373302578988e-05,6.0041438810619715e-06
CLASSIFICATION_C2000,-0.05761141279459976,-0.0037556101182040667,0.007922871245972752,-0.004110486910530836,-0.002906496670700453,-0.0029064966707004537,-0.08319165241178579,-0.009641633220205365,-0.005034395625213608,-0.00411048691053084,0.0682393851950746,-0.07896755092538274,-0.08547020295220767,0.24892656876556415,-0.06767651021108403,-0.07010913535421855,-0.01456821578259663,0.031173040810235482,0.006204246247417658,-0.03152953609147836,0.0017502846571177601,-0.004110486910530843,-0.004731485671968029,-0.005034395625213627,-0.4685170802211521,-0.18928314440869234,-0.014245237617444966,-0.0029064966707004515,-0.008221932814803119,,-0.007120125815888285,-0.007120125815888286,-0.013945032985664489,-0.002906496670700453,-0.002906496670700454,-0.0029064966707004537,-0.009192757819424646,-0.004110486910530839,-0.005034395625213642,-0.005034395625213625,-0.002906496670700455,-0.027466857927334564,-0.007120125815888268,-0.018164487841061807,,-0.0188512808235731,-0.0029064966707004454,-0.016192133549838807,-0.010481968027360237,-0.002906496670700446,-0.002906496670700455,-0.005034395625213653,-0.04279599732954045,-0.00712012581588818,-0.0029064966707004506,-0.0029064966707004576,-0.009641633220205384,-0.0029064966707004506,-0.0029064966707004515,1.0,-0.1124249916531349,,,,-0.014827490357650408,-0.0029064966707004537,-0.0064996295071907,-0.0029064966707004597,-0.002906496670700454,-0.002906496670700453,,-0.025872764330369332,-0.004110486910530835,-0.023462130908461373,-0.11347285495139568,-0.0029064966707004515,-0.0029064966707004463,-0.03497531339523382,-0.006499629507190724,-0.002906496670700451,-0.0029064966707004532,,-0.026840435633494978,-0.002906496670700449,-0.01007055329135694,-0.0029064966707004532,-0.0718534266742632,-0.02272698598936821,-0.010481968027360145,-0.013638245990645696,-0.007120125815888237,-0.011259877769008799,-0.00822193281480326,-0.002906496670700454,0.0010906231712814224,-0.027742391695022812,-0.005034395625213627,0.024552382622745693,-0.020691443961835268,-0.03486614415479243,-0.006567779402292253,-0.002987901417494839,0.03628319472386356,0.020311299604824144,-0.00890907944306628,-0.0066096360279752735,-0.022545369354667798,-0.0008766507877454452,0.02086295401420544,-0.010304428493764539,-0.015513519492239619,0.006937005945784809,0.003220021414404617,-0.0032200214144052844,-0.0043663588073511094,0.0025745354975932546
CLASSIFICATION_C2100,-0.029806440269437517,-0.007214747435971733,-0.010958440823697083,-0.0021266442990012418,-0.0015037353747497939,-0.0015037353747497947,-0.043040899333060274,-0.004988295734084356,-0.002604647329699133,-0.0021266442990012444,0.12547995094195752,-0.05269295974643628,-0.045656633992548386,-0.046787088937005276,-0.03501382384845334,-0.03627239211660682,-0.01565988057630124,0.18391187110061313,-0.002330464214901316,-0.182907818418881,-0.007522186857308612,-0.0021266442990012457,-0.004988295734084362,-0.0026046473296991216,-0.24239687397723314,-0.0979294980656659,-0.007370064429458261,-0.001503735374749793,-0.004253784752987898,,-0.0036837424140038857,-0.0036837424140038974,-0.00721474743597173,-0.0015037353747497943,-0.0015037353747497939,-0.0015037353747497939,-0.004756060883856205,-0.002126644299001245,-0.0026046473296991238,-0.0026046473296991108,-0.0015037353747497947,-0.01421053955262439,-0.003683742414003869,-0.00939776852530668,,-0.009753094892387288,-0.0015037353747497939,-0.008377330776607395,-0.005423060097962946,-0.0015037353747497947,-0.0015037353747497947,-0.002604647329699124,-0.022141382693075355,-0.0036837424140038736,-0.0015037353747497971,-0.0015037353747497956,-0.004988295734084402,-0.0015037353747497937,-0.0015037353747497932,-0.1124249916531349,1.0,,,,-0.007671304768495463,-0.001503735374749794,-0.0033627159842487815,-0.001503735374749797,-0.0015037353747497947,-0.0015037353747497937,,-0.013385802694473758,-0.002126644299001242,-0.012138612292152157,-0.05870749751216608,-0.001503735374749793,-0.0015037353747497937,-0.018095192237979917,-0.0033627159842487615,-0.0015037353747497967,-0.0015037353747497932,,-0.013886447193505519,-0.0015037353747497932,-0.0052102062872367875,-0.0015037353747497932,-0.03717483683235791,-0.011758270063808468,-0.005423060097962941,-0.007056024922516465,-0.0036837424140039148,-0.005825527580094238,-0.004253784752987903,-0.001503735374749794,0.029875013295965005,-0.013357945520286804,-0.0026046473296991216,0.09799594877136918,-0.10745455435307348,-0.07039829835987357,-0.025917371979431614,-0.008773838411321401,0.07668216908080923,0.05250298069587684,-0.022444733835882837,-0.0216473245549708,-0.01325275092487596,-0.015601421276492666,-0.024733545974727936,-0.021669897949560653,-0.00741454366236748,-0.01815826899737209,0.007056024922516828,-0.007056024922516441,0.0026046473296999616,-0.006697307513219219
CLASSIFICATION_C2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLASSIFICATION_C2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLASSIFICATION_C2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
